"hgnc_symbol	ensembl_gene_id	gene_biotype"
"LYVE1	ENSG00000133800	protein_coding"
"PLIN5	ENSG00000214456	protein_coding"
"HILPDA-AS1	ENSG00000240758	lncRNA"
"TRAF3IP1	ENSG00000204104	protein_coding"
"CTR9	ENSG00000198730	protein_coding"
"TSPAN8	ENSG00000127324	protein_coding"
"FXYD4	ENSG00000150201	protein_coding"
"LRG1	ENSG00000171236	protein_coding"
"TNFAIP8L1	ENSG00000185361	protein_coding"
"ERVV-2	ENSG00000268964	protein_coding"
"ANKRD45	ENSG00000183831	protein_coding"
"PLA2G3	ENSG00000100078	protein_coding"
"CCL19	ENSG00000172724	protein_coding"
"ZBED5	ENSG00000236287	protein_coding"
"CCL21	ENSG00000137077	protein_coding"
"RNA5SP211	ENSG00000202386	rRNA_pseudogene"
"RTN4IP1	ENSG00000130347	protein_coding"
"FAM205A	ENSG00000205108	protein_coding"
"KLHL30-AS1	ENSG00000279484	lncRNA"
"PDE6D	ENSG00000156973	protein_coding"
"SIGMAR1	ENSG00000147955	protein_coding"
"EIF3F	ENSG00000175390	protein_coding"
"RNU6-527P	ENSG00000200295	snRNA"
"QRSL1	ENSG00000130348	protein_coding"
"ZNF32-AS2	ENSG00000230565	lncRNA"
"RPL21P65	ENSG00000216977	processed_pseudogene"
"RNU6-117P	ENSG00000202285	snRNA"
"MIR587	ENSG00000207577	miRNA"
"CNN2P9	ENSG00000213149	processed_pseudogene"
"NPPC	ENSG00000163273	protein_coding"
"CCNJ	ENSG00000107443	protein_coding"
"DIS3L2	ENSG00000144535	protein_coding"
"LHB	ENSG00000104826	protein_coding"
"BDH1	ENSG00000161267	protein_coding"
"FAT4	ENSG00000196159	protein_coding"
"TMEM11	ENSG00000178307	protein_coding"
"CGB5	ENSG00000189052	protein_coding"
"KCNA4	ENSG00000182255	protein_coding"
"MIR3157	ENSG00000266407	miRNA"
"NPM1P25	ENSG00000229417	processed_pseudogene"
"FSHB	ENSG00000131808	protein_coding"
"ADAMTS14	ENSG00000138316	protein_coding"
"TNRC18P3	ENSG00000189166	unprocessed_pseudogene"
"PHKG1P4	ENSG00000229508	unprocessed_pseudogene"
"FCF1P8	ENSG00000251111	processed_pseudogene"
"MTND4P4	ENSG00000225295	unprocessed_pseudogene"
"GTF3C6	ENSG00000155115	protein_coding"
"RPF2	ENSG00000197498	protein_coding"
"GSTM2P1	ENSG00000218803	processed_pseudogene"
"RNU6-824P	ENSG00000200594	snRNA"
"MIR1273C	ENSG00000264814	miRNA"
"TFB1M	ENSG00000029639	protein_coding"
"PYDC2	ENSG00000253548	protein_coding"
"CLDN20	ENSG00000171217	protein_coding"
"NOX3	ENSG00000074771	protein_coding"
"KRT18P28	ENSG00000176855	processed_pseudogene"
"MIR562	ENSG00000207626	miRNA"
"ECEL1P3	ENSG00000230122	unprocessed_pseudogene"
"LINC02028	ENSG00000230102	lncRNA"
"ALPP	ENSG00000163283	protein_coding"
"TMCC2	ENSG00000133069	protein_coding"
"RN7SKP186	ENSG00000202241	misc_RNA"
"TLX1NB	ENSG00000236311	lncRNA"
"GTF2H4	ENSG00000213780	protein_coding"
"TLX1	ENSG00000107807	protein_coding"
"TRIM2	ENSG00000109654	protein_coding"
"CALHM2	ENSG00000138172	protein_coding"
"ZNF845	ENSG00000213799	protein_coding"
"ZNF525	ENSG00000203326	protein_coding"
"ADAM2	ENSG00000104755	protein_coding"
"PM20D1	ENSG00000162877	protein_coding"
"CALHM1	ENSG00000185933	protein_coding"
"CALHM3	ENSG00000183128	protein_coding"
"UBXN7-AS1	ENSG00000225822	lncRNA"
"RNF168	ENSG00000163961	protein_coding"
"RN7SL524P	ENSG00000266754	misc_RNA"
"MED6P1	ENSG00000227905	processed_pseudogene"
"ZDHHC19	ENSG00000163958	protein_coding"
"RPL39P36	ENSG00000239912	processed_pseudogene"
"TPM3P9	ENSG00000241015	transcribed_processed_pseudogene"
"ALPI	ENSG00000163295	protein_coding"
"ZNF813	ENSG00000198346	protein_coding"
"TPM3P6	ENSG00000250731	processed_pseudogene"
"DDX28	ENSG00000182810	protein_coding"
"RN7SL317P	ENSG00000242668	misc_RNA"
"RNU6-698P	ENSG00000200393	snRNA"
"MIR512-1	ENSG00000207645	miRNA"
"MIR512-2	ENSG00000207644	miRNA"
"MIR1323	ENSG00000221017	miRNA"
"MIR498	ENSG00000207869	miRNA"
"MIR520E	ENSG00000207599	miRNA"
"MIR515-1	ENSG00000207616	miRNA"
"MIR519E	ENSG00000207810	miRNA"
"MIR515-2	ENSG00000207615	miRNA"
"MIR519C	ENSG00000207788	miRNA"
"MIR1283-1	ENSG00000221421	miRNA"
"MIR520A	ENSG00000207594	miRNA"
"MIR526B	ENSG00000207580	miRNA"
"MIR519B	ENSG00000207825	miRNA"
"MIR525	ENSG00000207711	miRNA"
"MIR518F	ENSG00000207706	miRNA"
"MIR520B	ENSG00000207722	miRNA"
"MIR518B	ENSG00000207862	miRNA"
"MIR526A1	ENSG00000207629	miRNA"
"MIR520C	ENSG00000207738	miRNA"
"TMEM41A	ENSG00000163900	protein_coding"
"MIR517A	ENSG00000207734	miRNA"
"NFATC3	ENSG00000072736	protein_coding"
"MIR519D	ENSG00000207981	miRNA"
"MIR521-2	ENSG00000207549	miRNA"
"RNU6-803P	ENSG00000251843	snRNA"
"MIR520D	ENSG00000207735	miRNA"
"MIR517B	ENSG00000207837	miRNA"
"MIR520G	ENSG00000207799	miRNA"
"MIR516B2	ENSG00000207925	miRNA"
"MIR526A2	ENSG00000211532	miRNA"
"MIR518E	ENSG00000207987	miRNA"
"ECEL1	ENSG00000171551	protein_coding"
"SFTA2	ENSG00000196260	protein_coding"
"MIR518A1	ENSG00000207803	miRNA"
"RNU6-980P	ENSG00000252734	snRNA"
"MIR516B1	ENSG00000207946	miRNA"
"MIR517C	ENSG00000207838	miRNA"
"MIR520H	ENSG00000207861	miRNA"
"RNU6-982P	ENSG00000252025	snRNA"
"MIR521-1	ENSG00000207634	miRNA"
"RNU6-751P	ENSG00000252191	snRNA"
"MIR519A1	ENSG00000207992	miRNA"
"MIR527	ENSG00000207979	miRNA"
"MIR516A1	ENSG00000207767	miRNA"
"MIR1283-2	ENSG00000221548	miRNA"
"RNU6-1041P	ENSG00000252063	snRNA"
"REXO1	ENSG00000079313	protein_coding"
"NDUFAF2	ENSG00000164182	protein_coding"
"HCG21	ENSG00000233529	lncRNA"
"MUC21	ENSG00000204544	protein_coding"
"UGT3A2	ENSG00000168671	protein_coding"
"C6orf15	ENSG00000204542	protein_coding"
"PSORS1C1	ENSG00000204540	protein_coding"
"LPP-AS1	ENSG00000224563	lncRNA"
"RGS21	ENSG00000253148	protein_coding"
"CDSN	ENSG00000204539	protein_coding"
"MND1	ENSG00000121211	protein_coding"
"RGS1	ENSG00000090104	protein_coding"
"PSORS1C2	ENSG00000204538	protein_coding"
"PSORS1C3	ENSG00000204528	lncRNA"
"DUSP8	ENSG00000184545	protein_coding"
"LMBRD2	ENSG00000164187	protein_coding"
"CYB5D2	ENSG00000167740	protein_coding"
"KLF16	ENSG00000129911	protein_coding"
"VARS2	ENSG00000137411	protein_coding"
"KRTAP5-AS1	ENSG00000233930	lncRNA"
"KRTAP5-1	ENSG00000205869	protein_coding"
"KRTAP5-2	ENSG00000205867	protein_coding"
"ABHD17A	ENSG00000129968	protein_coding"
"FAM99A	ENSG00000205866	lncRNA"
"KRTAP5-6	ENSG00000205864	protein_coding"
"TRPV3	ENSG00000167723	protein_coding"
"IFITM10	ENSG00000244242	protein_coding"
"PRSS56	ENSG00000237412	protein_coding"
"MIR580	ENSG00000207756	miRNA"
"RNU6-1305P	ENSG00000201223	snRNA"
"NADK2	ENSG00000152620	protein_coding"
"CHRND	ENSG00000135902	protein_coding"
"EIF3H	ENSG00000147677	protein_coding"
"WDR53	ENSG00000185798	protein_coding"
"CTSD	ENSG00000117984	protein_coding"
"ADAT3	ENSG00000213638	protein_coding"
"RS1	ENSG00000102104	protein_coding"
"CSNK1G2	ENSG00000133275	protein_coding"
"TPRG1	ENSG00000188001	protein_coding"
"CHRNG	ENSG00000196811	protein_coding"
"COL14A1	ENSG00000187955	protein_coding"
"ATP13A5-AS1	ENSG00000236508	lncRNA"
"UBXN7	ENSG00000163960	protein_coding"
"VPS54	ENSG00000143952	protein_coding"
"CSNK1G2-AS1	ENSG00000180846	lncRNA"
"NADK2-AS1	ENSG00000245711	lncRNA"
"SKP2	ENSG00000145604	protein_coding"
"LSM7	ENSG00000130332	protein_coding"
"TIMM13	ENSG00000099800	protein_coding"
"ADIPOQ	ENSG00000181092	protein_coding"
"LMNB2	ENSG00000176619	protein_coding"
"ATP13A4	ENSG00000127249	protein_coding"
"ACAA2P1	ENSG00000233585	transcribed_processed_pseudogene"
"PELI1	ENSG00000197329	protein_coding"
"GADD45B	ENSG00000099860	protein_coding"
"CAV1	ENSG00000105974	protein_coding"
"PELI3	ENSG00000174516	protein_coding"
"LINC00309	ENSG00000230923	lncRNA"
"ZNF787	ENSG00000142409	protein_coding"
"ZNF444	ENSG00000167685	protein_coding"
"RPL7L1P9	ENSG00000231035	processed_pseudogene"
"DIRC3	ENSG00000231672	lncRNA"
"TRBV6-8	ENSG00000253534	TR_V_gene"
"SLC43A2	ENSG00000167703	protein_coding"
"DEFB123	ENSG00000180424	protein_coding"
"TRBV7-9	ENSG00000278030	TR_V_gene"
"DEFB124	ENSG00000180383	protein_coding"
"REM1	ENSG00000088320	protein_coding"
"TRBV12-4	ENSG00000276953	TR_V_gene"
"CNGA1	ENSG00000198515	protein_coding"
"SMYD3-AS1	ENSG00000226876	lncRNA"
"LINC00028	ENSG00000233354	lncRNA"
"GALP	ENSG00000197487	protein_coding"
"HM13	ENSG00000101294	protein_coding"
"PLCH1-AS2	ENSG00000242925	lncRNA"
"DPPA2P3	ENSG00000224403	processed_pseudogene"
"RPL6P7	ENSG00000239212	processed_pseudogene"
"SMCO1	ENSG00000214097	protein_coding"
"BBS1	ENSG00000174483	protein_coding"
"RPL9P15	ENSG00000240601	processed_pseudogene"
"ETV5	ENSG00000244405	protein_coding"
"PLD5	ENSG00000180287	protein_coding"
"PRIMPOL	ENSG00000164306	protein_coding"
"BANF1P4	ENSG00000223828	processed_pseudogene"
"LMOD1	ENSG00000163431	protein_coding"
"ACBD6	ENSG00000230124	protein_coding"
"BMPR1A	ENSG00000107779	protein_coding"
"GAPDHP72	ENSG00000216624	transcribed_processed_pseudogene"
"G3BP1	ENSG00000145907	protein_coding"
"PRR18	ENSG00000176381	protein_coding"
"SFT2D1	ENSG00000198818	protein_coding"
"RAP2B	ENSG00000181467	protein_coding"
"ETV5-AS1	ENSG00000234197	lncRNA"
"HNRNPA1P49	ENSG00000233231	processed_pseudogene"
"GAPDHP47	ENSG00000243033	processed_pseudogene"
"MPC1	ENSG00000060762	protein_coding"
"EPHB3	ENSG00000182580	protein_coding"
"CENPU	ENSG00000151725	protein_coding"
"RPS6KA2-IT1	ENSG00000232082	lncRNA"
"BNIP3	ENSG00000176171	protein_coding"
"ST13P15	ENSG00000243759	processed_pseudogene"
"RBM43P1	ENSG00000239263	processed_pseudogene"
"LIPH	ENSG00000163898	protein_coding"
"MRS2	ENSG00000124532	protein_coding"
"MPRIP	ENSG00000133030	protein_coding"
"CYP2E1	ENSG00000130649	protein_coding"
"EIF5A2	ENSG00000163577	protein_coding"
"TM9SF4	ENSG00000101337	protein_coding"
"MIR3945	ENSG00000266698	miRNA"
"MIR4455	ENSG00000263458	miRNA"
"KLHL6-AS1	ENSG00000242522	lncRNA"
"SNX16	ENSG00000104497	protein_coding"
"BEND3	ENSG00000178409	protein_coding"
"PREP	ENSG00000085377	protein_coding"
"KIF3B	ENSG00000101350	protein_coding"
"ZDHHC24	ENSG00000174165	protein_coding"
"IRX2	ENSG00000170561	protein_coding"
"BIN3	ENSG00000147439	protein_coding"
"ASXL1	ENSG00000171456	protein_coding"
"ACTN3	ENSG00000248746	protein_coding"
"SCARNA22	ENSG00000249784	scaRNA"
"LINC02640	ENSG00000233590	lncRNA"
"NELFA	ENSG00000185049	protein_coding"
"SCAF8	ENSG00000213079	protein_coding"
"RPS12P27	ENSG00000240435	processed_pseudogene"
"ESRP2	ENSG00000103067	protein_coding"
"CNFN	ENSG00000105427	protein_coding"
"NAT8L	ENSG00000185818	protein_coding"
"RGS22	ENSG00000132554	protein_coding"
"EIF3LP3	ENSG00000226086	processed_pseudogene"
"FXYD6P2	ENSG00000235964	processed_pseudogene"
"ZNF37A	ENSG00000075407	protein_coding"
"PLA2G15	ENSG00000103066	protein_coding"
"PREPL	ENSG00000138078	protein_coding"
"TACR2	ENSG00000075073	protein_coding"
"XPR1	ENSG00000143324	protein_coding"
"SLC7A6	ENSG00000103064	protein_coding"
"CNOT8	ENSG00000155508	protein_coding"
"STYXL2	ENSG00000198842	protein_coding"
"CSMD1	ENSG00000183117	protein_coding"
"RN7SL147P	ENSG00000263988	misc_RNA"
"RNA5SP124	ENSG00000199609	rRNA_pseudogene"
"COLGALT2	ENSG00000198756	protein_coding"
"RNU6-367P	ENSG00000252980	snRNA"
"RNU6-1262P	ENSG00000252026	snRNA"
"SLC7A6OS	ENSG00000103061	protein_coding"
"RNU7-119P	ENSG00000239119	snRNA"
"RNU2-64P	ENSG00000223247	snRNA"
"RNU7-19P	ENSG00000238959	snRNA"
"RNU2-10P	ENSG00000252184	snRNA"
"RN7SL271P	ENSG00000239250	misc_RNA"
"RN7SL751P	ENSG00000240964	misc_RNA"
"MIR3136	ENSG00000265355	miRNA"
"RNU2-28P	ENSG00000222389	snRNA"
"MIR138-1	ENSG00000207954	miRNA"
"RNU4-30P	ENSG00000222177	snRNA"
"SMPD3	ENSG00000103056	protein_coding"
"RN7SL300P	ENSG00000265813	misc_RNA"
"RNA5SP144	ENSG00000222778	rRNA_pseudogene"
"RNU2-20P	ENSG00000222357	snRNA"
"OR13C6P	ENSG00000179443	unprocessed_pseudogene"
"RNU6-1098P	ENSG00000252581	snRNA"
"RECK	ENSG00000122707	protein_coding"
"MIR569	ENSG00000207963	miRNA"
"CAMSAP3	ENSG00000076826	protein_coding"
"RNU6-1120P	ENSG00000199858	snRNA"
"RNU6-547P	ENSG00000252082	snRNA"
"RN7SKP40	ENSG00000253020	misc_RNA"
"RNA5SP151	ENSG00000202502	rRNA_pseudogene"
"RNU1-70P	ENSG00000199488	snRNA"
"MIR944	ENSG00000216058	miRNA"
"RNU6-720P	ENSG00000252172	snRNA"
"RNU4-4P	ENSG00000201458	snRNA"
"MIR4789	ENSG00000264974	miRNA"
"RNU6-1233P	ENSG00000199792	snRNA"
"RNU4-91P	ENSG00000201648	snRNA"
"RNU6-1317P	ENSG00000201452	snRNA"
"RNA5SP150	ENSG00000199839	rRNA"
"RNU6-1279P	ENSG00000206644	snRNA"
"MIR28	ENSG00000207651	miRNA"
"RN7SL434P	ENSG00000241868	misc_RNA"
"RN7SL738P	ENSG00000243339	misc_RNA"
"RN7SL141P	ENSG00000243398	misc_RNA"
"ADGRG7	ENSG00000144820	protein_coding"
"TDRD15	ENSG00000218819	protein_coding"
"TMEM256-PLSCR3	ENSG00000262481	protein_coding"
"RNU4-36P	ENSG00000201164	snRNA"
"XAB2	ENSG00000076924	protein_coding"
"TMEM256	ENSG00000205544	protein_coding"
"CPA3	ENSG00000163751	protein_coding"
"GNE	ENSG00000159921	protein_coding"
"NLGN2	ENSG00000169992	protein_coding"
"CAMK1D	ENSG00000183049	protein_coding"
"OSGIN1	ENSG00000140961	protein_coding"
"UBQLN4P1	ENSG00000241627	processed_pseudogene"
"SPEM1	ENSG00000181323	protein_coding"
"TMEM102	ENSG00000181284	protein_coding"
"FGF11	ENSG00000161958	protein_coding"
"PCP2	ENSG00000174788	protein_coding"
"PRELID2P1	ENSG00000257336	processed_pseudogene"
"RETN	ENSG00000104918	protein_coding"
"DNAAF1	ENSG00000154099	protein_coding"
"PGM2L1	ENSG00000165434	protein_coding"
"USO1	ENSG00000138768	protein_coding"
"CHRNB1	ENSG00000170175	protein_coding"
"TRAPPC5	ENSG00000181029	protein_coding"
"SPINK1	ENSG00000164266	protein_coding"
"FCER2	ENSG00000104921	protein_coding"
"HNRNPA1P40	ENSG00000212961	processed_pseudogene"
"HMGB3P24	ENSG00000215283	processed_pseudogene"
"CYCSP27	ENSG00000255444	processed_pseudogene"
"MAPK9	ENSG00000050748	protein_coding"
"LIPT2	ENSG00000175536	protein_coding"
"KCNE3	ENSG00000175538	protein_coding"
"HLTF	ENSG00000071794	protein_coding"
"RBP4	ENSG00000138207	protein_coding"
"CTSF	ENSG00000174080	protein_coding"
"WFDC12	ENSG00000168703	protein_coding"
"SLC35F3	ENSG00000183780	protein_coding"
"GDF6	ENSG00000156466	protein_coding"
"SEMG1	ENSG00000124233	protein_coding"
"PPEF2	ENSG00000156194	protein_coding"
"UGT1A4	ENSG00000244474	protein_coding"
"C8orf58	ENSG00000241852	protein_coding"
"TMEM88	ENSG00000167874	protein_coding"
"ARHGAP21	ENSG00000107863	protein_coding"
"SEMG2	ENSG00000124157	protein_coding"
"CYB5D1	ENSG00000182224	protein_coding"
"VDAC1P4	ENSG00000235060	processed_pseudogene"
"RPL21P129	ENSG00000242636	processed_pseudogene"
"MAEL	ENSG00000143194	protein_coding"
"CLEC4GP1	ENSG00000268297	unprocessed_pseudogene"
"SCARNA21	ENSG00000252835	scaRNA"
"EXOSC3P2	ENSG00000269763	processed_pseudogene"
"TRAPPC1	ENSG00000170043	protein_coding"
"LRRC8E	ENSG00000171017	protein_coding"
"CNTROB	ENSG00000170037	protein_coding"
"MAP2K7	ENSG00000076984	protein_coding"
"PSD3	ENSG00000156011	protein_coding"
"NAAA	ENSG00000138744	protein_coding"
"SLC40A1	ENSG00000138449	protein_coding"
"PASK	ENSG00000115687	protein_coding"
"IFITM3P2	ENSG00000223722	processed_pseudogene"
"DEFB117	ENSG00000212717	processed_pseudogene"
"DEFB118	ENSG00000131068	protein_coding"
"CTXN1	ENSG00000178531	protein_coding"
"DEFB119	ENSG00000180483	protein_coding"
"FAM120B	ENSG00000112584	protein_coding"
"TIMM44	ENSG00000104980	protein_coding"
"ZNF341	ENSG00000131061	protein_coding"
"GUCY2D	ENSG00000132518	protein_coding"
"HPS3	ENSG00000163755	protein_coding"
"TBC1D9B	ENSG00000197226	protein_coding"
"ALOX15B	ENSG00000179593	protein_coding"
"SPPL2B	ENSG00000005206	protein_coding"
"TMED10P2	ENSG00000239405	processed_pseudogene"
"RN7SL605P	ENSG00000265566	misc_RNA"
"ITGAD	ENSG00000156886	protein_coding"
"TCEAL2	ENSG00000184905	protein_coding"
"UVSSA	ENSG00000163945	protein_coding"
"ALOX12B	ENSG00000179477	protein_coding"
"GOLGA8UP	ENSG00000103832	unprocessed_pseudogene"
"CBX5P1	ENSG00000241535	processed_pseudogene"
"C3orf38	ENSG00000179021	protein_coding"
"ABCF2P1	ENSG00000242159	processed_pseudogene"
"HES7	ENSG00000179111	protein_coding"
"PER1	ENSG00000179094	protein_coding"
"ADTRP	ENSG00000111863	protein_coding"
"CD209	ENSG00000090659	protein_coding"
"LYRM4	ENSG00000214113	protein_coding"
"CYCSP10	ENSG00000232901	processed_pseudogene"
"PRKCQ	ENSG00000065675	protein_coding"
"FYB1	ENSG00000082074	protein_coding"
"RN7SL221P	ENSG00000239472	misc_RNA"
"PKMP5	ENSG00000215057	processed_pseudogene"
"NRN1	ENSG00000124785	protein_coding"
"CYCSP11	ENSG00000229217	processed_pseudogene"
"F13A1	ENSG00000124491	protein_coding"
"BRK1	ENSG00000254999	protein_coding"
"IRAK2	ENSG00000134070	protein_coding"
"RRM2B	ENSG00000048392	protein_coding"
"LINC00852	ENSG00000231177	lncRNA"
"GHRL	ENSG00000157017	protein_coding"
"PAX3	ENSG00000135903	protein_coding"
"AMZ2P2	ENSG00000219249	processed_pseudogene"
"EZR-AS1	ENSG00000233893	lncRNA"
"RPSAP43	ENSG00000216471	processed_pseudogene"
"CPM	ENSG00000135678	protein_coding"
"GSTA1	ENSG00000243955	protein_coding"
"VAMP2	ENSG00000220205	protein_coding"
"TMEM107	ENSG00000179029	protein_coding"
"YME1L1	ENSG00000136758	protein_coding"
"SLC17A4	ENSG00000146039	protein_coding"
"HTATIP2	ENSG00000109854	protein_coding"
"AURKB	ENSG00000178999	protein_coding"
"GHRLOS	ENSG00000240288	lncRNA"
"NDUFAF4P4	ENSG00000231378	processed_pseudogene"
"RABGAP1L-IT1	ENSG00000223525	lncRNA"
"SLC17A1	ENSG00000124568	protein_coding"
"RAD21	ENSG00000164754	protein_coding"
"SEC13	ENSG00000157020	protein_coding"
"LRRN4	ENSG00000125872	protein_coding"
"GPR52	ENSG00000203737	protein_coding"
"ZNF358	ENSG00000198816	protein_coding"
"MCOLN1	ENSG00000090674	protein_coding"
"ADGRB1	ENSG00000181790	protein_coding"
"SPATA3-AS1	ENSG00000238062	lncRNA"
"SLC17A3	ENSG00000124564	protein_coding"
"C2orf72	ENSG00000204128	protein_coding"
"HTR2B	ENSG00000135914	protein_coding"
"PPP6R3	ENSG00000110075	protein_coding"
"RNU1-93P	ENSG00000201574	snRNA"
"B3GNT7	ENSG00000156966	protein_coding"
"PNPLA6	ENSG00000032444	protein_coding"
"ZBTB8OSP2	ENSG00000172799	processed_pseudogene"
"SNORA75	ENSG00000206885	snoRNA"
"SNORD82	ENSG00000202400	snoRNA"
"RNU2-22P	ENSG00000223198	snRNA"
"NMUR1	ENSG00000171596	protein_coding"
"KLHL20	ENSG00000076321	protein_coding"
"RNPEPL1	ENSG00000142327	protein_coding"
"PLEC	ENSG00000178209	protein_coding"
"PFAS	ENSG00000178921	protein_coding"
"TRIM38	ENSG00000112343	protein_coding"
"C5orf22	ENSG00000082213	protein_coding"
"H1-2	ENSG00000187837	protein_coding"
"LARP1P1	ENSG00000217159	processed_pseudogene"
"HMGB3P6	ENSG00000213070	processed_pseudogene"
"CAPN10	ENSG00000142330	protein_coding"
"MIR378B	ENSG00000264534	miRNA"
"PRKAR2A-AS1	ENSG00000224424	lncRNA"
"RPL7P35	ENSG00000233518	processed_pseudogene"
"SMC3	ENSG00000108055	protein_coding"
"SLC25A20	ENSG00000178537	protein_coding"
"SLC25A35	ENSG00000125434	protein_coding"
"OVAAL	ENSG00000236719	lncRNA"
"ARIH2OS	ENSG00000221883	lncRNA"
"P4HTM	ENSG00000178467	protein_coding"
"MSRB3-AS1	ENSG00000250748	lncRNA"
"RANGRF	ENSG00000108961	protein_coding"
"ARHGEF15	ENSG00000198844	protein_coding"
"DALRD3	ENSG00000178149	protein_coding"
"ODF4	ENSG00000184650	protein_coding"
"LDB3	ENSG00000122367	protein_coding"
"RPL26	ENSG00000161970	protein_coding"
"KIAA1210	ENSG00000250423	protein_coding"
"POU4F3	ENSG00000091010	protein_coding"
"AQP12B	ENSG00000185176	protein_coding"
"RN7SL791P	ENSG00000241291	misc_RNA"
"DROSHA	ENSG00000113360	protein_coding"
"DPYSL4	ENSG00000151640	protein_coding"
"AGXT	ENSG00000172482	protein_coding"
"RNU7-43P	ENSG00000252363	snRNA"
"CD244	ENSG00000122223	protein_coding"
"CCDC42	ENSG00000161973	protein_coding"
"MFSD6L	ENSG00000185156	protein_coding"
"PIK3R6	ENSG00000276231	protein_coding"
"MIR425	ENSG00000199032	miRNA"
"NDUFAF3	ENSG00000178057	protein_coding"
"ADNP	ENSG00000101126	protein_coding"
"JAKMIP3	ENSG00000188385	protein_coding"
"CLEC4M	ENSG00000104938	protein_coding"
"UICLM	ENSG00000233392	lncRNA"
"NTN1	ENSG00000065320	protein_coding"
"MIR191	ENSG00000207605	miRNA"
"PTX3	ENSG00000163661	protein_coding"
"WNT10A	ENSG00000135925	protein_coding"
"SNTN	ENSG00000188817	protein_coding"
"STX8	ENSG00000170310	protein_coding"
"RNU6-642P	ENSG00000200029	snRNA"
"KRT8P30	ENSG00000224928	processed_pseudogene"
"CDK5R2	ENSG00000171450	protein_coding"
"THOC7	ENSG00000163634	protein_coding"
"LINC00608	ENSG00000236445	lncRNA"
"FEV	ENSG00000163497	protein_coding"
"PTBP1	ENSG00000011304	protein_coding"
"CRYBA2	ENSG00000163499	protein_coding"
"THOC7-AS1	ENSG00000240549	lncRNA"
"PSMD6-AS2	ENSG00000239653	lncRNA"
"FOXD4	ENSG00000170122	protein_coding"
"TEDDM1	ENSG00000203730	protein_coding"
"NMNAT1P2	ENSG00000225719	processed_pseudogene"
"LINC00272	ENSG00000203729	lncRNA"
"TTLL9	ENSG00000131044	protein_coding"
"HMCN1	ENSG00000143341	protein_coding"
"PPP2R2B	ENSG00000156475	protein_coding"
"USP43	ENSG00000154914	protein_coding"
"GLP2R	ENSG00000065325	protein_coding"
"IHH	ENSG00000163501	protein_coding"
"GBF1	ENSG00000107862	protein_coding"
"MRPS34	ENSG00000074071	protein_coding"
"MIR3131	ENSG00000264755	miRNA"
"RN7SL764P	ENSG00000240317	misc_RNA"
"SLC23A3	ENSG00000213901	protein_coding"
"NUBP2	ENSG00000095906	protein_coding"
"PDC	ENSG00000116703	protein_coding"
"RYR3	ENSG00000198838	protein_coding"
"NPM1P45	ENSG00000265593	processed_pseudogene"
"RCVRN	ENSG00000109047	protein_coding"
"RNU6-510P	ENSG00000212541	snRNA"
"RPS27AP1	ENSG00000242692	processed_pseudogene"
"MYH13	ENSG00000006788	protein_coding"
"KRT8P48	ENSG00000248568	processed_pseudogene"
"STK32A-AS1	ENSG00000250343	lncRNA"
"CNPPD1	ENSG00000115649	protein_coding"
"FNDC9	ENSG00000172568	protein_coding"
"NIPAL4	ENSG00000172548	protein_coding"
"RNU6-1310P	ENSG00000206880	snRNA"
"RNU6-307P	ENSG00000252552	snRNA"
"RNU5F-6P	ENSG00000199849	snRNA"
"HMGCR	ENSG00000113161	protein_coding"
"MIR557	ENSG00000207974	miRNA"
"MIR921	ENSG00000215952	miRNA"
"MIR1255B2	ENSG00000221545	miRNA"
"SCARNA3	ENSG00000252906	scaRNA"
"MYH8	ENSG00000133020	protein_coding"
"RN7SL333P	ENSG00000239494	misc_RNA"
"MIR3121	ENSG00000265435	miRNA"
"RNA5SP73	ENSG00000252553	rRNA_pseudogene"
"LINC02356	ENSG00000257595	lncRNA"
"RN7SL269P	ENSG00000243051	misc_RNA"
"RNA5SP63	ENSG00000212527	rRNA_pseudogene"
"IGFALS	ENSG00000099769	protein_coding"
"HAGH	ENSG00000063854	protein_coding"
"MIR646HG	ENSG00000228340	lncRNA"
"CDA	ENSG00000158825	protein_coding"
"MYH4	ENSG00000264424	protein_coding"
"ZFAND2B	ENSG00000158552	protein_coding"
"ZNF101P2	ENSG00000234473	processed_pseudogene"
"MYH1	ENSG00000109061	protein_coding"
"B3GALT2	ENSG00000162630	protein_coding"
"APCDD1L-DT	ENSG00000231290	lncRNA"
"HS3ST6	ENSG00000162040	protein_coding"
"MYH2	ENSG00000125414	protein_coding"
"RN7SKP266	ENSG00000222164	misc_RNA"
"ABCB6	ENSG00000115657	protein_coding"
"VAC14-AS1	ENSG00000214353	lncRNA"
"RN7SL646P	ENSG00000242341	misc_RNA"
"RN7SKP70	ENSG00000252464	misc_RNA"
"RUFY1	ENSG00000176783	protein_coding"
"VCP	ENSG00000165280	protein_coding"
"UCP2	ENSG00000175567	protein_coding"
"ATG9A	ENSG00000198925	protein_coding"
"MYH3	ENSG00000109063	protein_coding"
"PRDX2P3	ENSG00000249140	processed_pseudogene"
"C5orf60	ENSG00000204661	lncRNA"
"PPFIA1	ENSG00000131626	protein_coding"
"SCO1	ENSG00000133028	protein_coding"
"CBY3	ENSG00000204659	protein_coding"
"HMGB3P22	ENSG00000225051	transcribed_processed_pseudogene"
"CANX	ENSG00000127022	protein_coding"
"ADPRM	ENSG00000170222	protein_coding"
